iso2,year,variable,value
SL,1984,new_sp_m2534,
SL,1985,new_sp_m2534,
SL,1986,new_sp_m2534,
SL,1987,new_sp_m2534,
SL,1988,new_sp_m2534,
SL,1990,new_sp_m2534,
SL,1991,new_sp_m2534,
SL,1992,new_sp_m2534,
SL,1993,new_sp_m2534,
SL,1994,new_sp_m2534,
SL,1995,new_sp_m2534,305.0
SL,1996,new_sp_m2534,450.0
SL,1997,new_sp_m2534,470.0
SL,1998,new_sp_m2534,445.0
SL,1999,new_sp_m2534,
SL,2000,new_sp_m2534,486.0
SL,2001,new_sp_m2534,546.0
SL,2002,new_sp_m2534,561.0
SL,2003,new_sp_m2534,564.0
SL,2004,new_sp_m2534,659.0
SL,2005,new_sp_m2534,792.0
SL,2006,new_sp_m2534,851.0
SL,2007,new_sp_m2534,1032.0
SL,2008,new_sp_m2534,1062.0
SM,1990,new_sp_m2534,
SM,1991,new_sp_m2534,
SM,1993,new_sp_m2534,
SM,1994,new_sp_m2534,
SM,1995,new_sp_m2534,
SM,1996,new_sp_m2534,
SM,1997,new_sp_m2534,
SM,1998,new_sp_m2534,
SM,1999,new_sp_m2534,
SM,2000,new_sp_m2534,
SM,2001,new_sp_m2534,
SM,2002,new_sp_m2534,
SM,2003,new_sp_m2534,0.0
SM,2004,new_sp_m2534,0.0
SM,2006,new_sp_m2534,
SM,2007,new_sp_m2534,
SM,2008,new_sp_m2534,
SN,1980,new_sp_m2534,
SN,1981,new_sp_m2534,
SN,1982,new_sp_m2534,
SN,1983,new_sp_m2534,
SN,1985,new_sp_m2534,
SN,1986,new_sp_m2534,
SN,1987,new_sp_m2534,
SN,1988,new_sp_m2534,
SN,1989,new_sp_m2534,
SN,1990,new_sp_m2534,
SN,1991,new_sp_m2534,
SN,1992,new_sp_m2534,
SN,1993,new_sp_m2534,
SN,1994,new_sp_m2534,
SN,1995,new_sp_m2534,1219.0
SN,1996,new_sp_m2534,1281.0
SN,1997,new_sp_m2534,1151.0
SN,1998,new_sp_m2534,1208.0
SN,1999,new_sp_m2534,1070.0
SN,2000,new_sp_m2534,1297.0
SN,2001,new_sp_m2534,1331.0
SN,2002,new_sp_m2534,1271.0
SN,2003,new_sp_m2534,1438.0
SN,2004,new_sp_m2534,1464.0
SN,2005,new_sp_m2534,1561.0
SN,2006,new_sp_m2534,1606.0
SN,2007,new_sp_m2534,1722.0
SN,2008,new_sp_m2534,1767.0
SO,1983,new_sp_m2534,
SO,1984,new_sp_m2534,
SO,1985,new_sp_m2534,
SO,1986,new_sp_m2534,
SO,1987,new_sp_m2534,
SO,1988,new_sp_m2534,
SO,1989,new_sp_m2534,
SO,1994,new_sp_m2534,
SO,1995,new_sp_m2534,730.0
SO,1996,new_sp_m2534,557.0
SO,1997,new_sp_m2534,658.0
SO,1998,new_sp_m2534,599.0
SO,1999,new_sp_m2534,678.0
SO,2000,new_sp_m2534,724.0
SO,2001,new_sp_m2534,880.0
SO,2002,new_sp_m2534,821.0
SO,2003,new_sp_m2534,850.0
SO,2004,new_sp_m2534,1059.0
SO,2005,new_sp_m2534,1114.0
SO,2006,new_sp_m2534,1121.0
SO,2007,new_sp_m2534,1008.0
SO,2008,new_sp_m2534,1067.0
SR,1980,new_sp_m2534,
SR,1981,new_sp_m2534,
SR,1982,new_sp_m2534,
SR,1983,new_sp_m2534,
SR,1984,new_sp_m2534,
SR,1985,new_sp_m2534,
SR,1986,new_sp_m2534,
SR,1987,new_sp_m2534,
SR,1988,new_sp_m2534,
SR,1989,new_sp_m2534,
SR,1990,new_sp_m2534,
SR,1991,new_sp_m2534,
SR,1992,new_sp_m2534,
SR,1993,new_sp_m2534,
SR,1994,new_sp_m2534,
SR,1995,new_sp_m2534,
SR,1996,new_sp_m2534,11.0
SR,1997,new_sp_m2534,7.0
SR,1998,new_sp_m2534,
SR,1999,new_sp_m2534,
SR,2000,new_sp_m2534,6.0
SR,2001,new_sp_m2534,7.0
SR,2002,new_sp_m2534,12.0
SR,2003,new_sp_m2534,1.0
SR,2004,new_sp_m2534,8.0
SR,2005,new_sp_m2534,8.0
SR,2006,new_sp_m2534,13.0
SR,2007,new_sp_m2534,
SR,2008,new_sp_m2534,
ST,1980,new_sp_m2534,
ST,1981,new_sp_m2534,
ST,1982,new_sp_m2534,
ST,1983,new_sp_m2534,
ST,1984,new_sp_m2534,
ST,1985,new_sp_m2534,
ST,1986,new_sp_m2534,
ST,1987,new_sp_m2534,
ST,1988,new_sp_m2534,
ST,1990,new_sp_m2534,
ST,1991,new_sp_m2534,
ST,1993,new_sp_m2534,
ST,1994,new_sp_m2534,
ST,1998,new_sp_m2534,
ST,1999,new_sp_m2534,
ST,2000,new_sp_m2534,11.0
ST,2001,new_sp_m2534,14.0
ST,2002,new_sp_m2534,6.0
ST,2003,new_sp_m2534,4.0
ST,2004,new_sp_m2534,7.0
ST,2005,new_sp_m2534,7.0
ST,2006,new_sp_m2534,8.0
ST,2007,new_sp_m2534,12.0
ST,2008,new_sp_m2534,13.0
SV,1980,new_sp_m2534,
SV,1981,new_sp_m2534,
SV,1982,new_sp_m2534,
SV,1983,new_sp_m2534,
SV,1984,new_sp_m2534,
SV,1985,new_sp_m2534,
SV,1986,new_sp_m2534,
SV,1987,new_sp_m2534,
SV,1988,new_sp_m2534,
SV,1989,new_sp_m2534,
SV,1990,new_sp_m2534,
SV,1991,new_sp_m2534,
SV,1992,new_sp_m2534,
SV,1993,new_sp_m2534,
SV,1994,new_sp_m2534,
SV,1995,new_sp_m2534,
SV,1996,new_sp_m2534,76.0
SV,1997,new_sp_m2534,110.0
SV,1998,new_sp_m2534,131.0
SV,1999,new_sp_m2534,128.0
SV,2000,new_sp_m2534,124.0
SV,2001,new_sp_m2534,144.0
SV,2002,new_sp_m2534,127.0
SV,2003,new_sp_m2534,105.0
SV,2004,new_sp_m2534,121.0
SV,2005,new_sp_m2534,140.0
SV,2006,new_sp_m2534,124.0
SV,2007,new_sp_m2534,179.0
SV,2008,new_sp_m2534,168.0
SY,1980,new_sp_m2534,
SY,1981,new_sp_m2534,
SY,1982,new_sp_m2534,
SY,1983,new_sp_m2534,
SY,1984,new_sp_m2534,
SY,1985,new_sp_m2534,
SY,1986,new_sp_m2534,
SY,1987,new_sp_m2534,
SY,1988,new_sp_m2534,
SY,1989,new_sp_m2534,
SY,1990,new_sp_m2534,
SY,1991,new_sp_m2534,
SY,1992,new_sp_m2534,
SY,1994,new_sp_m2534,
SY,1995,new_sp_m2534,255.0
SY,1996,new_sp_m2534,290.0
SY,1997,new_sp_m2534,295.0
SY,1998,new_sp_m2534,293.0
SY,1999,new_sp_m2534,
SY,2000,new_sp_m2534,289.0
SY,2001,new_sp_m2534,248.0
SY,2002,new_sp_m2534,278.0
SY,2003,new_sp_m2534,279.0
SY,2004,new_sp_m2534,308.0
SY,2005,new_sp_m2534,237.0
SY,2006,new_sp_m2534,267.0
SY,2007,new_sp_m2534,222.0
SY,2008,new_sp_m2534,212.0
SZ,1981,new_sp_m2534,
SZ,1982,new_sp_m2534,
SZ,1983,new_sp_m2534,
SZ,1987,new_sp_m2534,
SZ,1988,new_sp_m2534,
SZ,1989,new_sp_m2534,
SZ,1991,new_sp_m2534,
SZ,1993,new_sp_m2534,
SZ,1995,new_sp_m2534,117.0
SZ,1996,new_sp_m2534,250.0
SZ,1997,new_sp_m2534,
SZ,1998,new_sp_m2534,
SZ,1999,new_sp_m2534,
SZ,2000,new_sp_m2534,352.0
SZ,2001,new_sp_m2534,468.0
SZ,2002,new_sp_m2534,244.0
SZ,2003,new_sp_m2534,298.0
SZ,2004,new_sp_m2534,316.0
SZ,2005,new_sp_m2534,406.0
SZ,2006,new_sp_m2534,452.0
SZ,2007,new_sp_m2534,479.0
SZ,2008,new_sp_m2534,552.0
TC,1980,new_sp_m2534,
TC,1981,new_sp_m2534,
TC,1982,new_sp_m2534,
TC,1983,new_sp_m2534,
TC,1984,new_sp_m2534,
TC,1985,new_sp_m2534,
TC,1986,new_sp_m2534,
TC,1987,new_sp_m2534,
TC,1990,new_sp_m2534,
TC,1991,new_sp_m2534,
TC,1992,new_sp_m2534,
TC,1993,new_sp_m2534,
TC,1998,new_sp_m2534,
TC,1999,new_sp_m2534,
TC,2000,new_sp_m2534,
TC,2001,new_sp_m2534,
TC,2002,new_sp_m2534,
TC,2003,new_sp_m2534,2.0
TC,2005,new_sp_m2534,
TC,2006,new_sp_m2534,1.0
TC,2007,new_sp_m2534,
TC,2008,new_sp_m2534,
TD,1980,new_sp_m2534,
TD,1981,new_sp_m2534,
TD,1982,new_sp_m2534,
TD,1983,new_sp_m2534,
TD,1984,new_sp_m2534,
TD,1985,new_sp_m2534,
TD,1986,new_sp_m2534,
TD,1987,new_sp_m2534,
TD,1988,new_sp_m2534,
TD,1989,new_sp_m2534,
TD,1990,new_sp_m2534,
TD,1991,new_sp_m2534,
TD,1992,new_sp_m2534,
TD,1993,new_sp_m2534,
TD,1994,new_sp_m2534,
TD,1995,new_sp_m2534,
TD,1996,new_sp_m2534,
TD,1997,new_sp_m2534,
TD,1998,new_sp_m2534,
TD,1999,new_sp_m2534,414.0
TD,2002,new_sp_m2534,1029.0
TD,2003,new_sp_m2534,428.0
TD,2004,new_sp_m2534,466.0
TD,2005,new_sp_m2534,535.0
TD,2006,new_sp_m2534,
TD,2007,new_sp_m2534,
TD,2008,new_sp_m2534,
TG,1980,new_sp_m2534,
TG,1981,new_sp_m2534,
TG,1982,new_sp_m2534,
TG,1983,new_sp_m2534,
TG,1984,new_sp_m2534,
TG,1985,new_sp_m2534,
TG,1986,new_sp_m2534,
TG,1987,new_sp_m2534,
TG,1988,new_sp_m2534,
TG,1989,new_sp_m2534,
TG,1990,new_sp_m2534,
TG,1991,new_sp_m2534,
TG,1992,new_sp_m2534,
TG,1993,new_sp_m2534,
TG,1994,new_sp_m2534,
TG,1995,new_sp_m2534,151.0
TG,1996,new_sp_m2534,153.0
TG,1997,new_sp_m2534,
TG,1998,new_sp_m2534,177.0
TG,1999,new_sp_m2534,169.0
TG,2000,new_sp_m2534,168.0
TG,2001,new_sp_m2534,
TG,2002,new_sp_m2534,239.0
TG,2003,new_sp_m2534,229.0
TG,2004,new_sp_m2534,286.0
TG,2005,new_sp_m2534,320.0
TG,2006,new_sp_m2534,358.0
TG,2007,new_sp_m2534,309.0
TG,2008,new_sp_m2534,379.0
TH,1980,new_sp_m2534,
TH,1981,new_sp_m2534,
TH,1982,new_sp_m2534,
TH,1983,new_sp_m2534,
TH,1984,new_sp_m2534,
TH,1985,new_sp_m2534,
TH,1986,new_sp_m2534,
TH,1987,new_sp_m2534,
TH,1988,new_sp_m2534,
TH,1989,new_sp_m2534,
TH,1990,new_sp_m2534,
TH,1991,new_sp_m2534,
TH,1992,new_sp_m2534,
TH,1993,new_sp_m2534,
TH,1994,new_sp_m2534,
TH,1995,new_sp_m2534,2936.0
TH,1996,new_sp_m2534,2857.0
TH,1997,new_sp_m2534,2336.0
TH,1998,new_sp_m2534,1153.0
TH,1999,new_sp_m2534,2123.0
TH,2000,new_sp_m2534,2570.0
TH,2001,new_sp_m2534,5192.0
TH,2002,new_sp_m2534,3805.0
TH,2003,new_sp_m2534,4615.0
TH,2004,new_sp_m2534,4211.0
TH,2005,new_sp_m2534,3814.0
TH,2006,new_sp_m2534,3732.0
TH,2007,new_sp_m2534,3398.0
TH,2008,new_sp_m2534,3374.0
TJ,1980,new_sp_m2534,
TJ,1981,new_sp_m2534,
TJ,1982,new_sp_m2534,
TJ,1983,new_sp_m2534,
TJ,1984,new_sp_m2534,
TJ,1985,new_sp_m2534,
TJ,1986,new_sp_m2534,
TJ,1987,new_sp_m2534,
TJ,1988,new_sp_m2534,
TJ,1989,new_sp_m2534,
TJ,1990,new_sp_m2534,
TJ,1991,new_sp_m2534,
TJ,1992,new_sp_m2534,
TJ,1993,new_sp_m2534,
TJ,1994,new_sp_m2534,
TJ,1995,new_sp_m2534,
TJ,1996,new_sp_m2534,25.0
TJ,1997,new_sp_m2534,38.0
TJ,1998,new_sp_m2534,90.0
TJ,1999,new_sp_m2534,
TJ,2000,new_sp_m2534,
TJ,2001,new_sp_m2534,152.0
TJ,2002,new_sp_m2534,133.0
TJ,2003,new_sp_m2534,
TJ,2004,new_sp_m2534,90.0
TJ,2005,new_sp_m2534,279.0
TJ,2006,new_sp_m2534,
TJ,2007,new_sp_m2534,361.0
TJ,2008,new_sp_m2534,358.0
TK,1980,new_sp_m2534,
TK,1981,new_sp_m2534,
TK,1982,new_sp_m2534,
TK,1983,new_sp_m2534,
TK,1984,new_sp_m2534,
TK,1985,new_sp_m2534,
TK,1986,new_sp_m2534,
TK,1987,new_sp_m2534,
TK,1988,new_sp_m2534,
TK,1989,new_sp_m2534,
TK,1990,new_sp_m2534,
TK,1991,new_sp_m2534,
TK,1992,new_sp_m2534,
TK,1994,new_sp_m2534,
TK,1995,new_sp_m2534,
TK,1996,new_sp_m2534,
TK,1999,new_sp_m2534,
TK,2000,new_sp_m2534,
TK,2001,new_sp_m2534,
TK,2002,new_sp_m2534,
TK,2003,new_sp_m2534,
TK,2004,new_sp_m2534,
TK,2005,new_sp_m2534,
TK,2006,new_sp_m2534,
TK,2007,new_sp_m2534,0.0
TK,2008,new_sp_m2534,10.0
TL,2001,new_sp_m2534,
TL,2002,new_sp_m2534,145.0
TL,2003,new_sp_m2534,135.0
TL,2004,new_sp_m2534,134.0
TL,2005,new_sp_m2534,149.0
TL,2006,new_sp_m2534,115.0
TL,2007,new_sp_m2534,129.0
TL,2008,new_sp_m2534,88.0
TM,1980,new_sp_m2534,
TM,1981,new_sp_m2534,
TM,1982,new_sp_m2534,
TM,1983,new_sp_m2534,
TM,1984,new_sp_m2534,
TM,1985,new_sp_m2534,
TM,1986,new_sp_m2534,
TM,1987,new_sp_m2534,
TM,1988,new_sp_m2534,
TM,1989,new_sp_m2534,
TM,1990,new_sp_m2534,
TM,1991,new_sp_m2534,
TM,1992,new_sp_m2534,
TM,1993,new_sp_m2534,
TM,1995,new_sp_m2534,188.0
TM,1996,new_sp_m2534,114.0
TM,1997,new_sp_m2534,208.0
TM,1998,new_sp_m2534,210.0
TM,1999,new_sp_m2534,225.0
TM,2000,new_sp_m2534,185.0
TM,2001,new_sp_m2534,295.0
TM,2002,new_sp_m2534,249.0
TM,2003,new_sp_m2534,265.0
TM,2004,new_sp_m2534,250.0
TM,2005,new_sp_m2534,181.0
TM,2006,new_sp_m2534,273.0
TM,2007,new_sp_m2534,272.0
TM,2008,new_sp_m2534,235.0
TN,1980,new_sp_m2534,
TN,1981,new_sp_m2534,
TN,1982,new_sp_m2534,
TN,1983,new_sp_m2534,
TN,1984,new_sp_m2534,
TN,1985,new_sp_m2534,
TN,1986,new_sp_m2534,
TN,1987,new_sp_m2534,
TN,1988,new_sp_m2534,
TN,1989,new_sp_m2534,
TN,1990,new_sp_m2534,
TN,1991,new_sp_m2534,
TN,1992,new_sp_m2534,
TN,1993,new_sp_m2534,
TN,1994,new_sp_m2534,
TN,1995,new_sp_m2534,
TN,1996,new_sp_m2534,
TN,1997,new_sp_m2534,
TN,1998,new_sp_m2534,206.0
TN,1999,new_sp_m2534,221.0
TN,2000,new_sp_m2534,208.0
TN,2001,new_sp_m2534,185.0
TN,2002,new_sp_m2534,184.0
TN,2003,new_sp_m2534,164.0
TN,2004,new_sp_m2534,181.0
TN,2005,new_sp_m2534,172.0
TN,2006,new_sp_m2534,174.0
TN,2007,new_sp_m2534,171.0
TN,2008,new_sp_m2534,188.0
TO,1980,new_sp_m2534,
TO,1981,new_sp_m2534,
TO,1982,new_sp_m2534,
TO,1983,new_sp_m2534,
TO,1984,new_sp_m2534,
TO,1985,new_sp_m2534,
TO,1986,new_sp_m2534,
TO,1987,new_sp_m2534,
TO,1988,new_sp_m2534,
TO,1989,new_sp_m2534,
TO,1990,new_sp_m2534,
TO,1991,new_sp_m2534,
TO,1992,new_sp_m2534,
TO,1993,new_sp_m2534,
TO,1994,new_sp_m2534,
TO,1995,new_sp_m2534,0.0
TO,1996,new_sp_m2534,1.0
TO,1997,new_sp_m2534,1.0
TO,1998,new_sp_m2534,3.0
TO,1999,new_sp_m2534,0.0
TO,2000,new_sp_m2534,1.0
TO,2001,new_sp_m2534,1.0
TO,2002,new_sp_m2534,
TO,2003,new_sp_m2534,1.0
TO,2004,new_sp_m2534,
TO,2005,new_sp_m2534,1.0
TO,2006,new_sp_m2534,0.0
TO,2007,new_sp_m2534,1.0
TO,2008,new_sp_m2534,0.0
TR,1980,new_sp_m2534,
TR,1981,new_sp_m2534,
TR,1982,new_sp_m2534,
TR,1983,new_sp_m2534,
TR,1984,new_sp_m2534,
TR,1985,new_sp_m2534,
TR,1986,new_sp_m2534,
TR,1987,new_sp_m2534,
TR,1988,new_sp_m2534,
TR,1989,new_sp_m2534,
TR,1990,new_sp_m2534,
TR,1991,new_sp_m2534,
TR,1992,new_sp_m2534,
TR,1995,new_sp_m2534,
TR,1996,new_sp_m2534,
TR,1997,new_sp_m2534,
TR,1998,new_sp_m2534,
TR,1999,new_sp_m2534,
TR,2000,new_sp_m2534,
TR,2001,new_sp_m2534,
TR,2002,new_sp_m2534,
TR,2003,new_sp_m2534,
TR,2004,new_sp_m2534,38.0
TR,2005,new_sp_m2534,1295.0
TR,2006,new_sp_m2534,1391.0
TR,2007,new_sp_m2534,1245.0
TR,2008,new_sp_m2534,1090.0
TT,1980,new_sp_m2534,
TT,1981,new_sp_m2534,
TT,1982,new_sp_m2534,
TT,1983,new_sp_m2534,
TT,1984,new_sp_m2534,
TT,1985,new_sp_m2534,
TT,1986,new_sp_m2534,
TT,1987,new_sp_m2534,
TT,1988,new_sp_m2534,
TT,1989,new_sp_m2534,
TT,1990,new_sp_m2534,
TT,1991,new_sp_m2534,
TT,1992,new_sp_m2534,
TT,1993,new_sp_m2534,
TT,1994,new_sp_m2534,
TT,1995,new_sp_m2534,15.0
TT,1996,new_sp_m2534,7.0
TT,1997,new_sp_m2534,
TT,1998,new_sp_m2534,12.0
TT,1999,new_sp_m2534,18.0
TT,2000,new_sp_m2534,18.0
TT,2001,new_sp_m2534,21.0
TT,2002,new_sp_m2534,13.0
TT,2003,new_sp_m2534,13.0
TT,2004,new_sp_m2534,10.0
TT,2005,new_sp_m2534,11.0
TT,2006,new_sp_m2534,27.0
TT,2007,new_sp_m2534,16.0
TT,2008,new_sp_m2534,15.0
TV,1980,new_sp_m2534,
TV,1981,new_sp_m2534,
TV,1982,new_sp_m2534,
TV,1983,new_sp_m2534,
TV,1984,new_sp_m2534,
TV,1985,new_sp_m2534,
TV,1986,new_sp_m2534,
TV,1987,new_sp_m2534,
TV,1988,new_sp_m2534,
TV,1989,new_sp_m2534,
TV,1990,new_sp_m2534,
TV,1991,new_sp_m2534,
TV,1992,new_sp_m2534,
TV,1993,new_sp_m2534,
TV,1994,new_sp_m2534,
TV,1995,new_sp_m2534,1.0
TV,1997,new_sp_m2534,
TV,1998,new_sp_m2534,3.0
TV,1999,new_sp_m2534,
TV,2000,new_sp_m2534,
TV,2001,new_sp_m2534,
TV,2002,new_sp_m2534,
TV,2003,new_sp_m2534,0.0
TV,2004,new_sp_m2534,
TV,2005,new_sp_m2534,
TV,2006,new_sp_m2534,0.0
TV,2007,new_sp_m2534,0.0
TV,2008,new_sp_m2534,1.0
TZ,1980,new_sp_m2534,
TZ,1981,new_sp_m2534,
TZ,1982,new_sp_m2534,
TZ,1983,new_sp_m2534,
TZ,1984,new_sp_m2534,
TZ,1985,new_sp_m2534,
TZ,1986,new_sp_m2534,
TZ,1987,new_sp_m2534,
TZ,1988,new_sp_m2534,
TZ,1989,new_sp_m2534,
TZ,1990,new_sp_m2534,
TZ,1991,new_sp_m2534,
TZ,1992,new_sp_m2534,
TZ,1993,new_sp_m2534,
TZ,1994,new_sp_m2534,
TZ,1995,new_sp_m2534,4091.0
TZ,1996,new_sp_m2534,4275.0
TZ,1997,new_sp_m2534,4538.0
TZ,1998,new_sp_m2534,4910.0
TZ,1999,new_sp_m2534,4887.0
TZ,2000,new_sp_m2534,4836.0
TZ,2001,new_sp_m2534,4912.0
TZ,2002,new_sp_m2534,4814.0
TZ,2003,new_sp_m2534,4964.0
TZ,2004,new_sp_m2534,5203.0
TZ,2005,new_sp_m2534,4939.0
TZ,2006,new_sp_m2534,4926.0
TZ,2007,new_sp_m2534,4665.0
TZ,2008,new_sp_m2534,4595.0
UA,1980,new_sp_m2534,
UA,1981,new_sp_m2534,
UA,1982,new_sp_m2534,
UA,1983,new_sp_m2534,
UA,1984,new_sp_m2534,
UA,1985,new_sp_m2534,
UA,1986,new_sp_m2534,
UA,1987,new_sp_m2534,
UA,1988,new_sp_m2534,
UA,1989,new_sp_m2534,
UA,1990,new_sp_m2534,
UA,1991,new_sp_m2534,
UA,1992,new_sp_m2534,
UA,1993,new_sp_m2534,
UA,1994,new_sp_m2534,
UA,1995,new_sp_m2534,1076.0
UA,1996,new_sp_m2534,1199.0
UA,1997,new_sp_m2534,1310.0
UA,1998,new_sp_m2534,1500.0
UA,1999,new_sp_m2534,1463.0
UA,2000,new_sp_m2534,1552.0
UA,2001,new_sp_m2534,1721.0
UA,2002,new_sp_m2534,
UA,2003,new_sp_m2534,2033.0
UA,2004,new_sp_m2534,
UA,2005,new_sp_m2534,
UA,2006,new_sp_m2534,2522.0
UA,2007,new_sp_m2534,4507.0
UA,2008,new_sp_m2534,2696.0
UG,1980,new_sp_m2534,
UG,1981,new_sp_m2534,
UG,1982,new_sp_m2534,
UG,1983,new_sp_m2534,
UG,1986,new_sp_m2534,
UG,1987,new_sp_m2534,
UG,1988,new_sp_m2534,
UG,1989,new_sp_m2534,
UG,1990,new_sp_m2534,
UG,1991,new_sp_m2534,
UG,1992,new_sp_m2534,
UG,1993,new_sp_m2534,
UG,1994,new_sp_m2534,
UG,1995,new_sp_m2534,2491.0
UG,1996,new_sp_m2534,2706.0
UG,1997,new_sp_m2534,3278.0
UG,1998,new_sp_m2534,3672.0
UG,1999,new_sp_m2534,3475.0
UG,2000,new_sp_m2534,3497.0
UG,2001,new_sp_m2534,3483.0
UG,2002,new_sp_m2534,3783.0
UG,2003,new_sp_m2534,4142.0
UG,2004,new_sp_m2534,4222.0
UG,2005,new_sp_m2534,4075.0
UG,2006,new_sp_m2534,4084.0
UG,2007,new_sp_m2534,4406.0
UG,2008,new_sp_m2534,4697.0
US,1980,new_sp_m2534,
US,1981,new_sp_m2534,
US,1982,new_sp_m2534,
US,1983,new_sp_m2534,
US,1984,new_sp_m2534,
US,1985,new_sp_m2534,
US,1986,new_sp_m2534,
US,1987,new_sp_m2534,
US,1988,new_sp_m2534,
US,1989,new_sp_m2534,
US,1990,new_sp_m2534,
US,1991,new_sp_m2534,
US,1992,new_sp_m2534,
US,1993,new_sp_m2534,
US,1994,new_sp_m2534,
US,1995,new_sp_m2534,876.0
US,1996,new_sp_m2534,815.0
US,1997,new_sp_m2534,701.0
US,1998,new_sp_m2534,663.0
US,1999,new_sp_m2534,616.0
US,2000,new_sp_m2534,602.0
US,2001,new_sp_m2534,613.0
US,2002,new_sp_m2534,562.0
US,2003,new_sp_m2534,526.0
US,2004,new_sp_m2534,547.0
US,2005,new_sp_m2534,535.0
US,2006,new_sp_m2534,568.0
US,2007,new_sp_m2534,490.0
US,2008,new_sp_m2534,513.0
UY,1980,new_sp_m2534,
UY,1981,new_sp_m2534,
UY,1982,new_sp_m2534,
UY,1983,new_sp_m2534,
UY,1984,new_sp_m2534,
UY,1985,new_sp_m2534,
UY,1986,new_sp_m2534,
UY,1987,new_sp_m2534,
UY,1988,new_sp_m2534,
UY,1989,new_sp_m2534,
UY,1990,new_sp_m2534,
UY,1991,new_sp_m2534,
UY,1992,new_sp_m2534,
UY,1993,new_sp_m2534,
UY,1994,new_sp_m2534,
UY,1995,new_sp_m2534,40.0
UY,1996,new_sp_m2534,43.0
UY,1997,new_sp_m2534,44.0
UY,1998,new_sp_m2534,47.0
UY,1999,new_sp_m2534,48.0
UY,2000,new_sp_m2534,48.0
UY,2001,new_sp_m2534,38.0
UY,2002,new_sp_m2534,33.0
UY,2003,new_sp_m2534,50.0
UY,2004,new_sp_m2534,59.0
UY,2005,new_sp_m2534,48.0
UY,2006,new_sp_m2534,53.0
UY,2007,new_sp_m2534,69.0
UY,2008,new_sp_m2534,71.0
UZ,1980,new_sp_m2534,
UZ,1981,new_sp_m2534,
UZ,1982,new_sp_m2534,
UZ,1983,new_sp_m2534,
UZ,1984,new_sp_m2534,
UZ,1985,new_sp_m2534,
UZ,1986,new_sp_m2534,
UZ,1987,new_sp_m2534,
UZ,1988,new_sp_m2534,
UZ,1989,new_sp_m2534,
UZ,1990,new_sp_m2534,
UZ,1992,new_sp_m2534,
UZ,1993,new_sp_m2534,
UZ,1994,new_sp_m2534,
UZ,1995,new_sp_m2534,
UZ,1996,new_sp_m2534,1042.0
UZ,1997,new_sp_m2534,
UZ,1998,new_sp_m2534,5.0
UZ,1999,new_sp_m2534,926.0
UZ,2000,new_sp_m2534,749.0
UZ,2001,new_sp_m2534,905.0
UZ,2002,new_sp_m2534,481.0
UZ,2003,new_sp_m2534,828.0
UZ,2004,new_sp_m2534,835.0
UZ,2005,new_sp_m2534,831.0
UZ,2006,new_sp_m2534,807.0
UZ,2007,new_sp_m2534,768.0
UZ,2008,new_sp_m2534,688.0
VC,1980,new_sp_m2534,
VC,1981,new_sp_m2534,
VC,1982,new_sp_m2534,
VC,1983,new_sp_m2534,
VC,1984,new_sp_m2534,
VC,1985,new_sp_m2534,
VC,1986,new_sp_m2534,
VC,1987,new_sp_m2534,
VC,1988,new_sp_m2534,
VC,1989,new_sp_m2534,
VC,1990,new_sp_m2534,
VC,1991,new_sp_m2534,
VC,1992,new_sp_m2534,
VC,1993,new_sp_m2534,
VC,1994,new_sp_m2534,
VC,1995,new_sp_m2534,
VC,1996,new_sp_m2534,
VC,1997,new_sp_m2534,
VC,1998,new_sp_m2534,2.0
VC,1999,new_sp_m2534,
VC,2000,new_sp_m2534,0.0
VC,2001,new_sp_m2534,
VC,2002,new_sp_m2534,
VC,2003,new_sp_m2534,
VC,2004,new_sp_m2534,
VC,2005,new_sp_m2534,0.0
VC,2006,new_sp_m2534,
VC,2007,new_sp_m2534,1.0
VC,2008,new_sp_m2534,
VE,1980,new_sp_m2534,
VE,1981,new_sp_m2534,
VE,1982,new_sp_m2534,
VE,1983,new_sp_m2534,
VE,1984,new_sp_m2534,
VE,1985,new_sp_m2534,
VE,1986,new_sp_m2534,
VE,1987,new_sp_m2534,
VE,1988,new_sp_m2534,
VE,1989,new_sp_m2534,
VE,1990,new_sp_m2534,
VE,1991,new_sp_m2534,
VE,1992,new_sp_m2534,
VE,1993,new_sp_m2534,
VE,1994,new_sp_m2534,
VE,1995,new_sp_m2534,
VE,1996,new_sp_m2534,
VE,1997,new_sp_m2534,
VE,1998,new_sp_m2534,
VE,1999,new_sp_m2534,452.0
VE,2000,new_sp_m2534,
VE,2001,new_sp_m2534,
VE,2002,new_sp_m2534,429.0
VE,2003,new_sp_m2534,459.0
VE,2004,new_sp_m2534,454.0
VE,2005,new_sp_m2534,395.0
VE,2006,new_sp_m2534,405.0
VE,2007,new_sp_m2534,382.0
VE,2008,new_sp_m2534,358.0
VG,1997,new_sp_m2534,
VG,2000,new_sp_m2534,
VG,2001,new_sp_m2534,
VG,2002,new_sp_m2534,
VG,2003,new_sp_m2534,
VG,2004,new_sp_m2534,
VG,2005,new_sp_m2534,
VG,2006,new_sp_m2534,
VG,2007,new_sp_m2534,
VG,2008,new_sp_m2534,
VI,1980,new_sp_m2534,
VI,1981,new_sp_m2534,
VI,1982,new_sp_m2534,
VI,1983,new_sp_m2534,
VI,1984,new_sp_m2534,
