country,year,sex,age,cases
PG,1985,m,55-64,
PG,1985,m,65+,
PG,1985,m,undefined,
PG,1985,s,all,
PH,1985,f,0-4,
PH,1985,f,5-14,
PH,1985,f,0-14,
PH,1985,f,1524,
PH,1985,f,25-34,
PH,1985,f,35-44,
PH,1985,f,45-54,
PH,1985,f,55-64,
PH,1985,f,65+,
PH,1985,f,undefined,
PH,1985,m,0-4,
PH,1985,m,5-14,
PH,1985,m,0-14,
PH,1985,m,1524,
PH,1985,m,25-34,
PH,1985,m,35-44,
PH,1985,m,45-54,
PH,1985,m,55-64,
PH,1985,m,65+,
PH,1985,m,undefined,
PH,1985,s,all,
PK,1985,f,0-4,
PK,1985,f,5-14,
PK,1985,f,0-14,
PK,1985,f,1524,
PK,1985,f,25-34,
PK,1985,f,35-44,
PK,1985,f,45-54,
PK,1985,f,55-64,
PK,1985,f,65+,
PK,1985,f,undefined,
PK,1985,m,0-4,
PK,1985,m,5-14,
PK,1985,m,0-14,
PK,1985,m,1524,
PK,1985,m,25-34,
PK,1985,m,35-44,
PK,1985,m,45-54,
PK,1985,m,55-64,
PK,1985,m,65+,
PK,1985,m,undefined,
PK,1985,s,all,
PL,1985,f,0-4,
PL,1985,f,5-14,
PL,1985,f,0-14,
PL,1985,f,1524,
PL,1985,f,25-34,
PL,1985,f,35-44,
PL,1985,f,45-54,
PL,1985,f,55-64,
PL,1985,f,65+,
PL,1985,f,undefined,
PL,1985,m,0-4,
PL,1985,m,5-14,
PL,1985,m,0-14,
PL,1985,m,1524,
PL,1985,m,25-34,
PL,1985,m,35-44,
PL,1985,m,45-54,
PL,1985,m,55-64,
PL,1985,m,65+,
PL,1985,m,undefined,
PL,1985,s,all,
PR,1985,f,0-4,
PR,1985,f,5-14,
PR,1985,f,0-14,
PR,1985,f,1524,
PR,1985,f,25-34,
PR,1985,f,35-44,
PR,1985,f,45-54,
PR,1985,f,55-64,
PR,1985,f,65+,
PR,1985,f,undefined,
PR,1985,m,0-4,
PR,1985,m,5-14,
PR,1985,m,0-14,
PR,1985,m,1524,
PR,1985,m,25-34,
PR,1985,m,35-44,
PR,1985,m,45-54,
PR,1985,m,55-64,
PR,1985,m,65+,
PR,1985,m,undefined,
PR,1985,s,all,
PS,1985,f,0-4,
PS,1985,f,5-14,
PS,1985,f,0-14,
PS,1985,f,1524,
PS,1985,f,25-34,
PS,1985,f,35-44,
PS,1985,f,45-54,
PS,1985,f,55-64,
PS,1985,f,65+,
PS,1985,f,undefined,
PS,1985,m,0-4,
PS,1985,m,5-14,
PS,1985,m,0-14,
PS,1985,m,1524,
PS,1985,m,25-34,
PS,1985,m,35-44,
PS,1985,m,45-54,
PS,1985,m,55-64,
PS,1985,m,65+,
PS,1985,m,undefined,
PS,1985,s,all,
PT,1985,f,0-4,
PT,1985,f,5-14,
PT,1985,f,0-14,
PT,1985,f,1524,
PT,1985,f,25-34,
PT,1985,f,35-44,
PT,1985,f,45-54,
PT,1985,f,55-64,
PT,1985,f,65+,
PT,1985,f,undefined,
PT,1985,m,0-4,
PT,1985,m,5-14,
PT,1985,m,0-14,
PT,1985,m,1524,
PT,1985,m,25-34,
PT,1985,m,35-44,
PT,1985,m,45-54,
PT,1985,m,55-64,
PT,1985,m,65+,
PT,1985,m,undefined,
PT,1985,s,all,
PW,1985,f,0-4,
PW,1985,f,5-14,
PW,1985,f,0-14,
PW,1985,f,1524,
PW,1985,f,25-34,
PW,1985,f,35-44,
PW,1985,f,45-54,
PW,1985,f,55-64,
PW,1985,f,65+,
PW,1985,f,undefined,
PW,1985,m,0-4,
PW,1985,m,5-14,
PW,1985,m,0-14,
PW,1985,m,1524,
PW,1985,m,25-34,
PW,1985,m,35-44,
PW,1985,m,45-54,
PW,1985,m,55-64,
PW,1985,m,65+,
PW,1985,m,undefined,
PW,1985,s,all,
PY,1985,f,0-4,
PY,1985,f,5-14,
PY,1985,f,0-14,
PY,1985,f,1524,
PY,1985,f,25-34,
PY,1985,f,35-44,
PY,1985,f,45-54,
PY,1985,f,55-64,
PY,1985,f,65+,
PY,1985,f,undefined,
PY,1985,m,0-4,
PY,1985,m,5-14,
PY,1985,m,0-14,
PY,1985,m,1524,
PY,1985,m,25-34,
PY,1985,m,35-44,
PY,1985,m,45-54,
PY,1985,m,55-64,
PY,1985,m,65+,
PY,1985,m,undefined,
PY,1985,s,all,
QA,1985,f,0-4,
QA,1985,f,5-14,
QA,1985,f,0-14,
QA,1985,f,1524,
QA,1985,f,25-34,
QA,1985,f,35-44,
QA,1985,f,45-54,
QA,1985,f,55-64,
QA,1985,f,65+,
QA,1985,f,undefined,
QA,1985,m,0-4,
QA,1985,m,5-14,
QA,1985,m,0-14,
QA,1985,m,1524,
QA,1985,m,25-34,
QA,1985,m,35-44,
QA,1985,m,45-54,
QA,1985,m,55-64,
QA,1985,m,65+,
QA,1985,m,undefined,
QA,1985,s,all,
RO,1985,f,0-4,
RO,1985,f,5-14,
RO,1985,f,0-14,
RO,1985,f,1524,
RO,1985,f,25-34,
RO,1985,f,35-44,
RO,1985,f,45-54,
RO,1985,f,55-64,
RO,1985,f,65+,
RO,1985,f,undefined,
RO,1985,m,0-4,
RO,1985,m,5-14,
RO,1985,m,0-14,
RO,1985,m,1524,
RO,1985,m,25-34,
RO,1985,m,35-44,
RO,1985,m,45-54,
RO,1985,m,55-64,
RO,1985,m,65+,
RO,1985,m,undefined,
RO,1985,s,all,
RU,1985,f,0-4,
RU,1985,f,5-14,
RU,1985,f,0-14,
RU,1985,f,1524,
RU,1985,f,25-34,
RU,1985,f,35-44,
RU,1985,f,45-54,
RU,1985,f,55-64,
RU,1985,f,65+,
RU,1985,f,undefined,
RU,1985,m,0-4,
RU,1985,m,5-14,
RU,1985,m,0-14,
RU,1985,m,1524,
RU,1985,m,25-34,
RU,1985,m,35-44,
RU,1985,m,45-54,
RU,1985,m,55-64,
RU,1985,m,65+,
RU,1985,m,undefined,
RU,1985,s,all,
RW,1985,f,0-4,
RW,1985,f,5-14,
RW,1985,f,0-14,
RW,1985,f,1524,
RW,1985,f,25-34,
RW,1985,f,35-44,
RW,1985,f,45-54,
RW,1985,f,55-64,
RW,1985,f,65+,
RW,1985,f,undefined,
RW,1985,m,0-4,
RW,1985,m,5-14,
RW,1985,m,0-14,
RW,1985,m,1524,
RW,1985,m,25-34,
RW,1985,m,35-44,
RW,1985,m,45-54,
RW,1985,m,55-64,
RW,1985,m,65+,
RW,1985,m,undefined,
RW,1985,s,all,
SA,1985,f,0-4,
SA,1985,f,5-14,
SA,1985,f,0-14,
SA,1985,f,1524,
SA,1985,f,25-34,
SA,1985,f,35-44,
SA,1985,f,45-54,
SA,1985,f,55-64,
SA,1985,f,65+,
SA,1985,f,undefined,
SA,1985,m,0-4,
SA,1985,m,5-14,
SA,1985,m,0-14,
SA,1985,m,1524,
SA,1985,m,25-34,
SA,1985,m,35-44,
SA,1985,m,45-54,
SA,1985,m,55-64,
SA,1985,m,65+,
SA,1985,m,undefined,
SA,1985,s,all,
SB,1985,f,0-4,
SB,1985,f,5-14,
SB,1985,f,0-14,
SB,1985,f,1524,
SB,1985,f,25-34,
SB,1985,f,35-44,
SB,1985,f,45-54,
SB,1985,f,55-64,
SB,1985,f,65+,
SB,1985,f,undefined,
SB,1985,m,0-4,
SB,1985,m,5-14,
SB,1985,m,0-14,
SB,1985,m,1524,
SB,1985,m,25-34,
SB,1985,m,35-44,
SB,1985,m,45-54,
SB,1985,m,55-64,
SB,1985,m,65+,
SB,1985,m,undefined,
SB,1985,s,all,
SC,1985,f,0-4,
SC,1985,f,5-14,
SC,1985,f,0-14,
SC,1985,f,1524,
SC,1985,f,25-34,
SC,1985,f,35-44,
SC,1985,f,45-54,
SC,1985,f,55-64,
SC,1985,f,65+,
SC,1985,f,undefined,
SC,1985,m,0-4,
SC,1985,m,5-14,
SC,1985,m,0-14,
SC,1985,m,1524,
SC,1985,m,25-34,
SC,1985,m,35-44,
SC,1985,m,45-54,
SC,1985,m,55-64,
SC,1985,m,65+,
SC,1985,m,undefined,
SC,1985,s,all,
SD,1985,f,0-4,
SD,1985,f,5-14,
SD,1985,f,0-14,
SD,1985,f,1524,
SD,1985,f,25-34,
SD,1985,f,35-44,
SD,1985,f,45-54,
SD,1985,f,55-64,
SD,1985,f,65+,
SD,1985,f,undefined,
SD,1985,m,0-4,
SD,1985,m,5-14,
SD,1985,m,0-14,
SD,1985,m,1524,
SD,1985,m,25-34,
SD,1985,m,35-44,
SD,1985,m,45-54,
SD,1985,m,55-64,
SD,1985,m,65+,
SD,1985,m,undefined,
SD,1985,s,all,
SE,1985,f,0-4,
SE,1985,f,5-14,
SE,1985,f,0-14,
SE,1985,f,1524,
SE,1985,f,25-34,
SE,1985,f,35-44,
SE,1985,f,45-54,
SE,1985,f,55-64,
SE,1985,f,65+,
SE,1985,f,undefined,
SE,1985,m,0-4,
SE,1985,m,5-14,
SE,1985,m,0-14,
SE,1985,m,1524,
SE,1985,m,25-34,
SE,1985,m,35-44,
SE,1985,m,45-54,
SE,1985,m,55-64,
SE,1985,m,65+,
SE,1985,m,undefined,
SE,1985,s,all,
SG,1985,f,0-4,
SG,1985,f,5-14,
SG,1985,f,0-14,
SG,1985,f,1524,
SG,1985,f,25-34,
SG,1985,f,35-44,
SG,1985,f,45-54,
SG,1985,f,55-64,
SG,1985,f,65+,
SG,1985,f,undefined,
SG,1985,m,0-4,
SG,1985,m,5-14,
SG,1985,m,0-14,
SG,1985,m,1524,
SG,1985,m,25-34,
SG,1985,m,35-44,
SG,1985,m,45-54,
SG,1985,m,55-64,
SG,1985,m,65+,
SG,1985,m,undefined,
SG,1985,s,all,
SI,1985,f,0-4,
SI,1985,f,5-14,
SI,1985,f,0-14,
SI,1985,f,1524,
SI,1985,f,25-34,
SI,1985,f,35-44,
SI,1985,f,45-54,
SI,1985,f,55-64,
SI,1985,f,65+,
SI,1985,f,undefined,
SI,1985,m,0-4,
SI,1985,m,5-14,
SI,1985,m,0-14,
SI,1985,m,1524,
SI,1985,m,25-34,
SI,1985,m,35-44,
SI,1985,m,45-54,
SI,1985,m,55-64,
SI,1985,m,65+,
SI,1985,m,undefined,
SI,1985,s,all,
SK,1985,f,0-4,
SK,1985,f,5-14,
SK,1985,f,0-14,
SK,1985,f,1524,
SK,1985,f,25-34,
SK,1985,f,35-44,
SK,1985,f,45-54,
SK,1985,f,55-64,
SK,1985,f,65+,
SK,1985,f,undefined,
SK,1985,m,0-4,
SK,1985,m,5-14,
SK,1985,m,0-14,
SK,1985,m,1524,
SK,1985,m,25-34,
SK,1985,m,35-44,
SK,1985,m,45-54,
SK,1985,m,55-64,
SK,1985,m,65+,
SK,1985,m,undefined,
SK,1985,s,all,
SL,1985,f,0-4,
SL,1985,f,5-14,
SL,1985,f,0-14,
SL,1985,f,1524,
SL,1985,f,25-34,
SL,1985,f,35-44,
SL,1985,f,45-54,
SL,1985,f,55-64,
SL,1985,f,65+,
SL,1985,f,undefined,
SL,1985,m,0-4,
SL,1985,m,5-14,
SL,1985,m,0-14,
SL,1985,m,1524,
SL,1985,m,25-34,
SL,1985,m,35-44,
SL,1985,m,45-54,
SL,1985,m,55-64,
SL,1985,m,65+,
SL,1985,m,undefined,
SL,1985,s,all,
SN,1985,f,0-4,
SN,1985,f,5-14,
SN,1985,f,0-14,
SN,1985,f,1524,
SN,1985,f,25-34,
SN,1985,f,35-44,
SN,1985,f,45-54,
SN,1985,f,55-64,
SN,1985,f,65+,
SN,1985,f,undefined,
SN,1985,m,0-4,
SN,1985,m,5-14,
SN,1985,m,0-14,
SN,1985,m,1524,
SN,1985,m,25-34,
SN,1985,m,35-44,
SN,1985,m,45-54,
SN,1985,m,55-64,
SN,1985,m,65+,
SN,1985,m,undefined,
SN,1985,s,all,
SO,1985,f,0-4,
SO,1985,f,5-14,
SO,1985,f,0-14,
SO,1985,f,1524,
SO,1985,f,25-34,
SO,1985,f,35-44,
SO,1985,f,45-54,
SO,1985,f,55-64,
SO,1985,f,65+,
SO,1985,f,undefined,
SO,1985,m,0-4,
SO,1985,m,5-14,
SO,1985,m,0-14,
SO,1985,m,1524,
SO,1985,m,25-34,
SO,1985,m,35-44,
SO,1985,m,45-54,
SO,1985,m,55-64,
SO,1985,m,65+,
SO,1985,m,undefined,
SO,1985,s,all,
SR,1985,f,0-4,
SR,1985,f,5-14,
SR,1985,f,0-14,
SR,1985,f,1524,
SR,1985,f,25-34,
SR,1985,f,35-44,
SR,1985,f,45-54,
SR,1985,f,55-64,
SR,1985,f,65+,
SR,1985,f,undefined,
SR,1985,m,0-4,
SR,1985,m,5-14,
SR,1985,m,0-14,
SR,1985,m,1524,
SR,1985,m,25-34,
SR,1985,m,35-44,
SR,1985,m,45-54,
SR,1985,m,55-64,
SR,1985,m,65+,
SR,1985,m,undefined,
SR,1985,s,all,
ST,1985,f,0-4,
ST,1985,f,5-14,
ST,1985,f,0-14,
ST,1985,f,1524,
ST,1985,f,25-34,
ST,1985,f,35-44,
ST,1985,f,45-54,
ST,1985,f,55-64,
ST,1985,f,65+,
ST,1985,f,undefined,
ST,1985,m,0-4,
ST,1985,m,5-14,
ST,1985,m,0-14,
ST,1985,m,1524,
ST,1985,m,25-34,
ST,1985,m,35-44,
ST,1985,m,45-54,
ST,1985,m,55-64,
ST,1985,m,65+,
ST,1985,m,undefined,
ST,1985,s,all,
SV,1985,f,0-4,
SV,1985,f,5-14,
SV,1985,f,0-14,
SV,1985,f,1524,
SV,1985,f,25-34,
SV,1985,f,35-44,
SV,1985,f,45-54,
SV,1985,f,55-64,
SV,1985,f,65+,
SV,1985,f,undefined,
SV,1985,m,0-4,
SV,1985,m,5-14,
SV,1985,m,0-14,
SV,1985,m,1524,
SV,1985,m,25-34,
SV,1985,m,35-44,
SV,1985,m,45-54,
SV,1985,m,55-64,
SV,1985,m,65+,
SV,1985,m,undefined,
SV,1985,s,all,
SY,1985,f,0-4,
SY,1985,f,5-14,
SY,1985,f,0-14,
SY,1985,f,1524,
SY,1985,f,25-34,
SY,1985,f,35-44,
SY,1985,f,45-54,
SY,1985,f,55-64,
SY,1985,f,65+,
SY,1985,f,undefined,
SY,1985,m,0-4,
SY,1985,m,5-14,
SY,1985,m,0-14,
SY,1985,m,1524,
SY,1985,m,25-34,
SY,1985,m,35-44,
SY,1985,m,45-54,
SY,1985,m,55-64,
SY,1985,m,65+,
SY,1985,m,undefined,
SY,1985,s,all,
TC,1985,f,0-4,
TC,1985,f,5-14,
TC,1985,f,0-14,
TC,1985,f,1524,
TC,1985,f,25-34,
TC,1985,f,35-44,
TC,1985,f,45-54,
TC,1985,f,55-64,
TC,1985,f,65+,
TC,1985,f,undefined,
TC,1985,m,0-4,
TC,1985,m,5-14,
TC,1985,m,0-14,
TC,1985,m,1524,
TC,1985,m,25-34,
TC,1985,m,35-44,
TC,1985,m,45-54,
TC,1985,m,55-64,
TC,1985,m,65+,
TC,1985,m,undefined,
TC,1985,s,all,
TD,1985,f,0-4,
TD,1985,f,5-14,
TD,1985,f,0-14,
TD,1985,f,1524,
TD,1985,f,25-34,
TD,1985,f,35-44,
TD,1985,f,45-54,
TD,1985,f,55-64,
TD,1985,f,65+,
TD,1985,f,undefined,
TD,1985,m,0-4,
TD,1985,m,5-14,
TD,1985,m,0-14,
TD,1985,m,1524,
TD,1985,m,25-34,
TD,1985,m,35-44,
TD,1985,m,45-54,
TD,1985,m,55-64,
TD,1985,m,65+,
TD,1985,m,undefined,
TD,1985,s,all,
TG,1985,f,0-4,
TG,1985,f,5-14,
TG,1985,f,0-14,
TG,1985,f,1524,
TG,1985,f,25-34,
TG,1985,f,35-44,
TG,1985,f,45-54,
TG,1985,f,55-64,
TG,1985,f,65+,
TG,1985,f,undefined,
TG,1985,m,0-4,
TG,1985,m,5-14,
TG,1985,m,0-14,
TG,1985,m,1524,
TG,1985,m,25-34,
TG,1985,m,35-44,
TG,1985,m,45-54,
TG,1985,m,55-64,
TG,1985,m,65+,
TG,1985,m,undefined,
TG,1985,s,all,
TH,1985,f,0-4,
TH,1985,f,5-14,
TH,1985,f,0-14,
TH,1985,f,1524,
TH,1985,f,25-34,
TH,1985,f,35-44,
TH,1985,f,45-54,
TH,1985,f,55-64,
TH,1985,f,65+,
TH,1985,f,undefined,
TH,1985,m,0-4,
TH,1985,m,5-14,
TH,1985,m,0-14,
TH,1985,m,1524,
TH,1985,m,25-34,
TH,1985,m,35-44,
TH,1985,m,45-54,
TH,1985,m,55-64,
TH,1985,m,65+,
TH,1985,m,undefined,
TH,1985,s,all,
TJ,1985,f,0-4,
TJ,1985,f,5-14,
TJ,1985,f,0-14,
TJ,1985,f,1524,
TJ,1985,f,25-34,
TJ,1985,f,35-44,
TJ,1985,f,45-54,
TJ,1985,f,55-64,
TJ,1985,f,65+,
TJ,1985,f,undefined,
TJ,1985,m,0-4,
TJ,1985,m,5-14,
TJ,1985,m,0-14,
TJ,1985,m,1524,
TJ,1985,m,25-34,
TJ,1985,m,35-44,
TJ,1985,m,45-54,
TJ,1985,m,55-64,
TJ,1985,m,65+,
TJ,1985,m,undefined,
TJ,1985,s,all,
TK,1985,f,0-4,
TK,1985,f,5-14,
TK,1985,f,0-14,
TK,1985,f,1524,
TK,1985,f,25-34,
TK,1985,f,35-44,
TK,1985,f,45-54,
TK,1985,f,55-64,
TK,1985,f,65+,
TK,1985,f,undefined,
TK,1985,m,0-4,
TK,1985,m,5-14,
TK,1985,m,0-14,
TK,1985,m,1524,
TK,1985,m,25-34,
TK,1985,m,35-44,
TK,1985,m,45-54,
TK,1985,m,55-64,
TK,1985,m,65+,
TK,1985,m,undefined,
TK,1985,s,all,
TM,1985,f,0-4,
TM,1985,f,5-14,
TM,1985,f,0-14,
TM,1985,f,1524,
TM,1985,f,25-34,
TM,1985,f,35-44,
TM,1985,f,45-54,
TM,1985,f,55-64,
TM,1985,f,65+,
TM,1985,f,undefined,
TM,1985,m,0-4,
TM,1985,m,5-14,
TM,1985,m,0-14,
TM,1985,m,1524,
TM,1985,m,25-34,
TM,1985,m,35-44,
TM,1985,m,45-54,
TM,1985,m,55-64,
TM,1985,m,65+,
TM,1985,m,undefined,
TM,1985,s,all,
TN,1985,f,0-4,
TN,1985,f,5-14,
TN,1985,f,0-14,
TN,1985,f,1524,
TN,1985,f,25-34,
TN,1985,f,35-44,
TN,1985,f,45-54,
TN,1985,f,55-64,
TN,1985,f,65+,
TN,1985,f,undefined,
TN,1985,m,0-4,
TN,1985,m,5-14,
TN,1985,m,0-14,
TN,1985,m,1524,
TN,1985,m,25-34,
TN,1985,m,35-44,
TN,1985,m,45-54,
TN,1985,m,55-64,
TN,1985,m,65+,
TN,1985,m,undefined,
TN,1985,s,all,
TO,1985,f,0-4,
TO,1985,f,5-14,
TO,1985,f,0-14,
TO,1985,f,1524,
TO,1985,f,25-34,
TO,1985,f,35-44,
TO,1985,f,45-54,
TO,1985,f,55-64,
TO,1985,f,65+,
TO,1985,f,undefined,
TO,1985,m,0-4,
TO,1985,m,5-14,
TO,1985,m,0-14,
TO,1985,m,1524,
TO,1985,m,25-34,
TO,1985,m,35-44,
TO,1985,m,45-54,
TO,1985,m,55-64,
TO,1985,m,65+,
TO,1985,m,undefined,
TO,1985,s,all,
TR,1985,f,0-4,
TR,1985,f,5-14,
TR,1985,f,0-14,
TR,1985,f,1524,
TR,1985,f,25-34,
TR,1985,f,35-44,
TR,1985,f,45-54,
TR,1985,f,55-64,
TR,1985,f,65+,
TR,1985,f,undefined,
TR,1985,m,0-4,
TR,1985,m,5-14,
TR,1985,m,0-14,
TR,1985,m,1524,
TR,1985,m,25-34,
TR,1985,m,35-44,
TR,1985,m,45-54,
TR,1985,m,55-64,
TR,1985,m,65+,
TR,1985,m,undefined,
TR,1985,s,all,
TT,1985,f,0-4,
TT,1985,f,5-14,
TT,1985,f,0-14,
TT,1985,f,1524,
TT,1985,f,25-34,
TT,1985,f,35-44,
TT,1985,f,45-54,
TT,1985,f,55-64,
TT,1985,f,65+,
TT,1985,f,undefined,
TT,1985,m,0-4,
TT,1985,m,5-14,
TT,1985,m,0-14,
TT,1985,m,1524,
TT,1985,m,25-34,
TT,1985,m,35-44,
TT,1985,m,45-54,
TT,1985,m,55-64,
TT,1985,m,65+,
TT,1985,m,undefined,
TT,1985,s,all,
TV,1985,f,0-4,
TV,1985,f,5-14,
TV,1985,f,0-14,
TV,1985,f,1524,
TV,1985,f,25-34,
TV,1985,f,35-44,
TV,1985,f,45-54,
TV,1985,f,55-64,
TV,1985,f,65+,
TV,1985,f,undefined,
TV,1985,m,0-4,
TV,1985,m,5-14,
TV,1985,m,0-14,
TV,1985,m,1524,
TV,1985,m,25-34,
TV,1985,m,35-44,
TV,1985,m,45-54,
TV,1985,m,55-64,
TV,1985,m,65+,
TV,1985,m,undefined,
TV,1985,s,all,
TZ,1985,f,0-4,
TZ,1985,f,5-14,
TZ,1985,f,0-14,
TZ,1985,f,1524,
TZ,1985,f,25-34,
TZ,1985,f,35-44,
TZ,1985,f,45-54,
TZ,1985,f,55-64,
TZ,1985,f,65+,
TZ,1985,f,undefined,
TZ,1985,m,0-4,
TZ,1985,m,5-14,
TZ,1985,m,0-14,
TZ,1985,m,1524,
TZ,1985,m,25-34,
TZ,1985,m,35-44,
TZ,1985,m,45-54,
TZ,1985,m,55-64,
TZ,1985,m,65+,
TZ,1985,m,undefined,
TZ,1985,s,all,8020.0
UA,1985,f,0-4,
UA,1985,f,5-14,
UA,1985,f,0-14,
UA,1985,f,1524,
UA,1985,f,25-34,
UA,1985,f,35-44,
UA,1985,f,45-54,
UA,1985,f,55-64,
UA,1985,f,65+,
UA,1985,f,undefined,
UA,1985,m,0-4,
UA,1985,m,5-14,
UA,1985,m,0-14,
UA,1985,m,1524,
UA,1985,m,25-34,
UA,1985,m,35-44,
UA,1985,m,45-54,
UA,1985,m,55-64,
UA,1985,m,65+,
UA,1985,m,undefined,
UA,1985,s,all,
US,1985,f,0-4,
US,1985,f,5-14,
US,1985,f,0-14,
US,1985,f,1524,
US,1985,f,25-34,
US,1985,f,35-44,
US,1985,f,45-54,
US,1985,f,55-64,
US,1985,f,65+,
US,1985,f,undefined,
US,1985,m,0-4,
US,1985,m,5-14,
US,1985,m,0-14,
US,1985,m,1524,
US,1985,m,25-34,
US,1985,m,35-44,
US,1985,m,45-54,
US,1985,m,55-64,
US,1985,m,65+,
US,1985,m,undefined,
US,1985,s,all,
UY,1985,f,0-4,
UY,1985,f,5-14,
UY,1985,f,0-14,
UY,1985,f,1524,
UY,1985,f,25-34,
UY,1985,f,35-44,
UY,1985,f,45-54,
UY,1985,f,55-64,
UY,1985,f,65+,
UY,1985,f,undefined,
UY,1985,m,0-4,
UY,1985,m,5-14,
UY,1985,m,0-14,
UY,1985,m,1524,
UY,1985,m,25-34,
UY,1985,m,35-44,
UY,1985,m,45-54,
UY,1985,m,55-64,
UY,1985,m,65+,
UY,1985,m,undefined,
UY,1985,s,all,
UZ,1985,f,0-4,
UZ,1985,f,5-14,
UZ,1985,f,0-14,
UZ,1985,f,1524,
UZ,1985,f,25-34,
UZ,1985,f,35-44,
UZ,1985,f,45-54,
UZ,1985,f,55-64,
UZ,1985,f,65+,
UZ,1985,f,undefined,
UZ,1985,m,0-4,
UZ,1985,m,5-14,
UZ,1985,m,0-14,
UZ,1985,m,1524,
UZ,1985,m,25-34,
UZ,1985,m,35-44,
UZ,1985,m,45-54,
UZ,1985,m,55-64,
UZ,1985,m,65+,
UZ,1985,m,undefined,
UZ,1985,s,all,
VC,1985,f,0-4,
VC,1985,f,5-14,
VC,1985,f,0-14,
VC,1985,f,1524,
VC,1985,f,25-34,
VC,1985,f,35-44,
VC,1985,f,45-54,
VC,1985,f,55-64,
VC,1985,f,65+,
VC,1985,f,undefined,
VC,1985,m,0-4,
VC,1985,m,5-14,
VC,1985,m,0-14,
VC,1985,m,1524,
VC,1985,m,25-34,
VC,1985,m,35-44,
VC,1985,m,45-54,
VC,1985,m,55-64,
VC,1985,m,65+,
VC,1985,m,undefined,
VC,1985,s,all,
VE,1985,f,0-4,
VE,1985,f,5-14,
VE,1985,f,0-14,
VE,1985,f,1524,
VE,1985,f,25-34,
VE,1985,f,35-44,
VE,1985,f,45-54,
VE,1985,f,55-64,
VE,1985,f,65+,
VE,1985,f,undefined,
VE,1985,m,0-4,
VE,1985,m,5-14,
VE,1985,m,0-14,
VE,1985,m,1524,
VE,1985,m,25-34,
VE,1985,m,35-44,
VE,1985,m,45-54,
VE,1985,m,55-64,
VE,1985,m,65+,
VE,1985,m,undefined,
VE,1985,s,all,
VI,1985,f,0-4,
VI,1985,f,5-14,
VI,1985,f,0-14,
VI,1985,f,1524,
VI,1985,f,25-34,
VI,1985,f,35-44,
VI,1985,f,45-54,
VI,1985,f,55-64,
VI,1985,f,65+,
VI,1985,f,undefined,
VI,1985,m,0-4,
VI,1985,m,5-14,
VI,1985,m,0-14,
VI,1985,m,1524,
VI,1985,m,25-34,
VI,1985,m,35-44,
VI,1985,m,45-54,
VI,1985,m,55-64,
VI,1985,m,65+,
VI,1985,m,undefined,
VI,1985,s,all,
VN,1985,f,0-4,
VN,1985,f,5-14,
VN,1985,f,0-14,
VN,1985,f,1524,
VN,1985,f,25-34,
VN,1985,f,35-44,
VN,1985,f,45-54,
VN,1985,f,55-64,
VN,1985,f,65+,
VN,1985,f,undefined,
VN,1985,m,0-4,
VN,1985,m,5-14,
VN,1985,m,0-14,
VN,1985,m,1524,
VN,1985,m,25-34,
VN,1985,m,35-44,
VN,1985,m,45-54,
VN,1985,m,55-64,
VN,1985,m,65+,
VN,1985,m,undefined,
VN,1985,s,all,
VU,1985,f,0-4,
VU,1985,f,5-14,
VU,1985,f,0-14,
VU,1985,f,1524,
VU,1985,f,25-34,
VU,1985,f,35-44,
VU,1985,f,45-54,
VU,1985,f,55-64,
VU,1985,f,65+,
VU,1985,f,undefined,
VU,1985,m,0-4,
VU,1985,m,5-14,
VU,1985,m,0-14,
VU,1985,m,1524,
VU,1985,m,25-34,
VU,1985,m,35-44,
VU,1985,m,45-54,
VU,1985,m,55-64,
VU,1985,m,65+,
VU,1985,m,undefined,
VU,1985,s,all,
WF,1985,f,0-4,
WF,1985,f,5-14,
WF,1985,f,0-14,
WF,1985,f,1524,
WF,1985,f,25-34,
WF,1985,f,35-44,
WF,1985,f,45-54,
WF,1985,f,55-64,
WF,1985,f,65+,
WF,1985,f,undefined,
WF,1985,m,0-4,
WF,1985,m,5-14,
WF,1985,m,0-14,
WF,1985,m,1524,
WF,1985,m,25-34,
WF,1985,m,35-44,
WF,1985,m,45-54,
WF,1985,m,55-64,
WF,1985,m,65+,
WF,1985,m,undefined,
WF,1985,s,all,
WS,1985,f,0-4,
WS,1985,f,5-14,
WS,1985,f,0-14,
WS,1985,f,1524,
WS,1985,f,25-34,
WS,1985,f,35-44,
WS,1985,f,45-54,
WS,1985,f,55-64,
WS,1985,f,65+,
WS,1985,f,undefined,
WS,1985,m,0-4,
WS,1985,m,5-14,
WS,1985,m,0-14,
WS,1985,m,1524,
WS,1985,m,25-34,
WS,1985,m,35-44,
WS,1985,m,45-54,
WS,1985,m,55-64,
WS,1985,m,65+,
WS,1985,m,undefined,
WS,1985,s,all,
YU,1985,f,0-4,
YU,1985,f,5-14,
YU,1985,f,0-14,
YU,1985,f,1524,
YU,1985,f,25-34,
YU,1985,f,35-44,
YU,1985,f,45-54,
YU,1985,f,55-64,
YU,1985,f,65+,
YU,1985,f,undefined,
YU,1985,m,0-4,
YU,1985,m,5-14,
YU,1985,m,0-14,
YU,1985,m,1524,
YU,1985,m,25-34,
YU,1985,m,35-44,
YU,1985,m,45-54,
YU,1985,m,55-64,
YU,1985,m,65+,
YU,1985,m,undefined,
YU,1985,s,all,
